datum_zajema,mesto,smer vetra [°],pm10 [µg/m³],padavine [mm],temperatura [°C],veter [m/s]
2023-01-01 02:00:00,celje,251.0,5.8,0.0,13.5,7.8
2023-01-01 02:30:00,celje,271.0,4.6,0.0,12.8,4.5
2023-01-01 03:00:00,celje,264.0,6.0,0.0,11.9,3.2
2023-01-01 03:30:00,celje,256.0,6.0,0.0,12.8,4.7
2023-01-01 04:00:00,celje,253.0,6.0,0.0,12.8,4.3
2023-01-01 04:30:00,celje,255.0,4.8,0.0,13.0,4.5
2023-01-01 05:00:00,celje,254.0,4.9,0.0,13.1,4.5
2023-01-01 05:30:00,celje,258.0,5.1,0.0,12.7,4.1
2023-01-01 06:00:00,celje,264.0,4.0,0.0,12.8,3.9
2023-01-01 06:30:00,celje,301.0,5.3,0.0,11.0,2.3
2023-01-01 07:00:00,celje,274.0,6.2,0.0,11.2,3.7
2023-01-01 07:30:00,celje,253.0,4.0,0.0,13.4,7.9
2023-01-01 08:00:00,celje,264.0,3.0,0.0,13.0,5.9
2023-01-01 08:30:00,celje,269.0,5.4,0.0,12.6,4.8
2023-01-01 09:00:00,celje,267.0,4.2,0.0,12.9,5.6
2023-01-01 09:30:00,celje,276.0,6.0,0.0,12.4,4.9
2023-01-01 10:00:00,celje,269.0,5.6,0.0,12.6,2.2
2023-01-01 10:30:00,celje,269.0,5.7,0.0,14.4,5.1
2023-01-01 11:00:00,celje,261.0,2.9,0.0,15.3,5.6
2023-01-01 11:30:00,celje,283.0,3.8,0.0,15.2,5.6
2023-01-01 12:00:00,celje,283.0,5.1,0.0,15.4,5.6
2023-01-01 12:30:00,celje,266.0,4.1,0.0,15.6,6.5
2023-01-01 13:00:00,celje,262.0,3.9,0.0,15.9,5.6
2023-01-01 13:30:00,celje,256.0,3.7,0.0,15.9,5.9
2023-01-01 14:00:00,celje,261.0,4.2,0.0,16.1,6.0
2023-01-01 14:30:00,celje,256.0,4.6,0.0,15.8,6.8
2023-01-01 15:00:00,celje,259.0,3.6,0.0,15.5,6.3
2023-01-01 15:30:00,celje,257.0,3.2,0.0,15.1,4.8
2023-01-01 16:00:00,celje,252.0,3.4,0.0,13.6,3.0
2023-01-01 16:30:00,celje,248.0,3.3,0.0,12.8,2.9
2023-01-01 17:00:00,celje,273.0,3.3,0.0,11.9,3.0
2023-01-01 17:30:00,celje,214.0,8.5,0.0,10.9,1.3
2023-01-01 18:00:00,celje,170.0,9.4,0.0,9.7,0.9
2023-01-01 18:30:00,celje,158.0,10.0,0.0,8.5,0.8
2023-01-01 19:00:00,celje,194.0,12.4,0.0,7.4,0.7
2023-01-01 19:30:00,celje,167.0,13.6,0.0,7.0,0.5
2023-01-01 20:00:00,celje,216.0,14.1,0.0,6.5,0.6
2023-01-01 20:30:00,celje,230.0,16.6,0.0,6.0,1.0
2023-01-01 21:00:00,celje,241.0,20.6,0.0,6.1,1.1
2023-01-01 21:30:00,celje,214.0,17.4,0.0,5.9,1.4
2023-01-01 22:00:00,celje,233.0,8.5,0.0,7.7,1.9
2023-01-01 22:30:00,celje,229.0,7.8,0.0,8.1,1.6
2023-01-01 23:00:00,celje,230.0,8.1,0.0,6.9,2.1
2023-01-01 23:30:00,celje,242.0,7.1,0.0,7.3,2.5
2023-01-02 00:00:00,celje,274.0,7.4,0.0,8.9,4.0
2023-01-02 00:30:00,celje,279.0,6.3,0.0,9.4,3.2
2023-01-02 01:00:00,celje,277.0,6.2,0.0,8.5,2.6
2023-01-02 01:30:00,celje,252.0,7.1,0.0,7.2,1.6
2023-01-02 02:00:00,celje,235.0,7.8,0.0,7.6,1.3
2023-01-02 02:30:00,celje,229.0,8.0,0.0,8.7,2.4
2023-01-02 03:00:00,celje,235.0,7.2,0.0,9.5,2.7
2023-01-02 03:30:00,celje,233.0,6.6,0.0,9.1,2.5
2023-01-02 04:00:00,celje,254.0,6.5,0.0,9.8,3.2
2023-01-02 04:30:00,celje,267.0,5.7,0.0,10.7,4.1
2023-01-02 05:00:00,celje,279.0,5.9,0.0,10.5,4.0
2023-01-02 05:30:00,celje,259.0,6.3,0.0,9.2,2.4
2023-01-02 06:00:00,celje,263.0,6.4,0.0,8.4,0.9
2023-01-02 06:30:00,celje,261.0,6.6,0.0,10.9,4.1
2023-01-02 07:00:00,celje,258.0,3.9,0.0,11.5,4.5
2023-01-02 07:30:00,celje,266.0,4.3,0.0,11.4,3.4
2023-01-02 08:00:00,celje,275.0,4.9,0.0,11.3,3.4
2023-01-02 08:30:00,celje,296.0,5.7,0.0,11.7,2.7
2023-01-02 09:00:00,celje,268.0,5.8,0.0,12.3,3.4
2023-01-02 09:30:00,celje,275.0,5.7,0.0,12.8,4.5
2023-01-02 10:00:00,celje,261.0,5.7,0.0,13.1,4.6
2023-01-02 10:30:00,celje,252.0,5.3,0.0,13.4,6.3
2023-01-02 11:00:00,celje,250.0,4.7,0.0,13.9,6.3
2023-01-02 11:30:00,celje,269.0,5.3,0.0,14.2,7.8
2023-01-02 12:00:00,celje,255.0,8.5,0.0,14.4,6.0
2023-01-02 12:30:00,celje,238.0,7.5,0.0,14.3,8.0
2023-01-02 13:00:00,celje,236.0,6.6,0.0,13.9,10.6
2023-01-02 13:30:00,celje,244.0,7.1,0.0,14.1,11.6
2023-01-02 14:00:00,celje,253.0,6.5,0.0,14.3,9.0
2023-01-02 14:30:00,celje,263.0,4.5,0.0,14.2,8.3
2023-01-02 15:00:00,celje,266.0,4.0,0.0,14.0,7.7
2023-01-02 15:30:00,celje,272.0,4.1,0.0,13.6,7.1
2023-01-02 16:00:00,celje,266.0,3.9,0.0,13.1,7.4
2023-01-02 16:30:00,celje,258.0,4.2,0.0,13.0,9.1
2023-01-02 17:00:00,celje,256.0,4.0,0.0,12.8,10.1
2023-01-02 17:30:00,celje,251.0,4.2,0.0,12.6,8.2
2023-01-02 18:00:00,celje,256.0,4.7,0.0,12.5,5.8
2023-01-02 18:30:00,celje,254.0,4.2,0.0,12.5,5.6
2023-01-02 19:00:00,celje,279.0,3.6,0.0,12.4,4.1
2023-01-02 19:30:00,celje,304.0,4.3,0.0,11.5,5.4
2023-01-02 20:00:00,celje,259.0,4.7,0.0,10.4,4.8
2023-01-02 20:30:00,celje,259.0,9.8,0.0,10.2,4.7
2023-01-02 21:00:00,celje,252.0,4.0,0.0,11.9,6.9
2023-01-02 21:30:00,celje,253.0,4.1,0.0,11.8,7.1
2023-01-02 22:00:00,celje,256.0,5.1,0.0,11.4,4.0
2023-01-02 22:30:00,celje,254.0,4.1,0.0,11.6,5.7
2023-01-02 23:00:00,celje,267.0,3.8,0.0,11.6,6.3
2023-01-02 23:30:00,celje,304.0,5.6,0.0,10.2,3.3
2023-01-03 00:00:00,celje,256.0,5.2,0.0,9.0,2.2
2023-01-03 00:30:00,celje,211.0,5.6,0.0,8.6,0.8
2023-01-03 01:00:00,celje,233.0,5.4,0.0,8.1,2.5
2023-01-03 01:30:00,celje,229.0,5.5,0.0,8.1,2.4
2023-01-03 02:00:00,celje,226.0,4.9,0.0,8.0,2.3
2023-01-03 02:30:00,celje,233.0,5.7,0.0,6.7,2.2
2023-01-03 03:00:00,celje,241.0,5.4,0.0,5.6,2.0
2023-01-03 03:30:00,celje,266.0,6.3,0.0,4.1,1.9
2023-01-03 04:00:00,celje,272.0,6.4,0.0,3.3,1.8
2023-01-03 04:30:00,celje,271.0,8.7,0.0,3.3,1.6
2023-01-03 05:00:00,celje,273.0,9.2,0.0,3.2,1.3
2023-01-03 05:30:00,celje,267.0,7.5,0.0,3.1,1.1
2023-01-03 06:00:00,celje,262.0,7.6,0.0,3.2,1.1
2023-01-03 06:30:00,celje,272.0,11.9,0.0,3.2,1.4
2023-01-03 07:00:00,celje,249.0,7.5,0.0,2.9,0.9
2023-01-03 07:30:00,celje,99.0,10.3,0.0,3.0,0.5
2023-01-03 08:00:00,celje,109.0,19.6,0.0,3.1,0.8
2023-01-03 08:30:00,celje,102.0,26.5,0.0,3.4,0.8
2023-01-03 09:00:00,celje,73.0,30.7,0.0,4.1,0.6
2023-01-03 09:30:00,celje,103.0,35.8,0.0,5.8,0.6
2023-01-03 10:00:00,celje,92.0,25.7,0.0,7.0,1.0
2023-01-03 10:30:00,celje,113.0,26.7,0.0,7.4,0.8
2023-01-03 11:00:00,celje,74.0,22.2,0.0,7.8,0.9
2023-01-03 11:30:00,celje,74.0,27.8,0.0,8.0,0.9
2023-01-03 12:00:00,celje,37.0,33.0,0.0,8.4,0.7
2023-01-03 12:30:00,celje,95.0,36.6,0.0,8.8,0.4
2023-01-03 13:00:00,celje,50.0,45.2,0.0,9.3,0.9
2023-01-03 13:30:00,celje,84.0,34.4,0.0,9.6,0.5
2023-01-03 14:00:00,celje,255.0,40.1,0.0,9.8,0.5
2023-01-03 14:30:00,celje,302.0,43.8,0.0,9.6,0.8
2023-01-03 15:00:00,celje,342.0,35.0,0.0,9.3,0.8
2023-01-03 15:30:00,celje,343.0,33.8,0.0,9.1,0.5
2023-01-03 16:00:00,celje,319.0,34.3,0.0,8.9,0.8
2023-01-03 16:30:00,celje,270.0,28.6,0.1,8.7,0.5
2023-01-03 17:00:00,celje,91.0,35.9,0.1,8.4,0.4
2023-01-03 17:30:00,celje,62.0,39.3,0.2,8.4,0.6
2023-01-03 18:00:00,celje,198.0,57.6,0.1,8.3,0.3
2023-01-03 18:30:00,celje,93.0,43.7,0.1,8.2,0.5
2023-01-03 19:00:00,celje,85.0,29.9,0.4,8.2,1.9
2023-01-03 19:30:00,celje,97.0,19.0,0.2,8.0,2.7
2023-01-03 20:00:00,celje,101.0,11.4,0.0,8.0,2.6
2023-01-03 20:30:00,celje,105.0,11.3,0.0,7.9,3.0
2023-01-03 21:00:00,celje,108.0,10.9,0.0,7.9,2.9
2023-01-03 21:30:00,celje,107.0,10.5,0.1,7.7,2.6
2023-01-03 22:00:00,celje,96.0,9.4,0.2,7.7,1.6
2023-01-03 22:30:00,celje,94.0,7.8,0.1,7.7,1.3
2023-01-03 23:00:00,celje,102.0,6.9,0.0,7.7,2.4
2023-01-03 23:30:00,celje,104.0,8.2,0.0,7.8,2.2
2023-01-04 00:00:00,celje,103.0,8.9,0.0,7.7,1.8
2023-01-04 00:30:00,celje,15.0,10.1,0.0,7.7,0.8
2023-01-04 01:00:00,celje,301.0,9.9,0.0,7.4,0.7
2023-01-04 01:30:00,celje,278.0,9.7,0.0,7.3,0.8
2023-01-04 02:00:00,celje,277.0,13.2,0.0,7.2,0.9
2023-01-04 02:30:00,celje,232.0,15.8,0.0,7.2,0.5
2023-01-04 03:00:00,celje,293.0,16.8,0.0,7.3,0.3
2023-01-04 03:30:00,celje,222.0,17.6,0.0,7.2,0.5
2023-01-04 04:00:00,celje,248.0,18.0,0.0,7.1,0.7
2023-01-04 04:30:00,celje,234.0,17.3,0.0,7.1,0.7
2023-01-04 05:00:00,celje,252.0,17.8,0.0,7.1,0.5
2023-01-04 05:30:00,celje,141.0,18.7,0.0,7.1,0.6
2023-01-04 06:00:00,celje,236.0,18.7,0.0,7.0,0.4
2023-01-04 06:30:00,celje,262.0,16.3,0.0,6.9,0.8
2023-01-04 07:00:00,celje,183.0,16.5,0.0,7.0,0.3
2023-01-04 07:30:00,celje,182.0,20.6,0.0,7.1,0.5
2023-01-04 08:00:00,celje,33.0,17.2,0.0,7.1,0.5
2023-01-04 08:30:00,celje,64.0,21.2,0.0,7.1,0.4
2023-01-04 09:00:00,celje,22.0,20.2,0.0,7.3,0.5
2023-01-04 09:30:00,celje,229.0,30.3,0.0,7.5,0.5
2023-01-04 10:00:00,celje,262.0,24.3,0.0,7.7,1.0
2023-01-04 10:30:00,celje,264.0,24.0,0.0,8.0,1.0
2023-01-04 11:00:00,celje,261.0,25.4,0.0,8.3,1.1
2023-01-04 11:30:00,celje,279.0,20.5,0.0,8.3,1.1
2023-01-04 12:00:00,celje,269.0,22.0,0.0,8.5,1.1
2023-01-04 12:30:00,celje,279.0,23.5,0.0,8.6,1.0
2023-01-04 13:00:00,celje,297.0,19.4,0.0,8.9,0.6
2023-01-04 13:30:00,celje,321.0,27.0,0.0,9.2,0.6
2023-01-04 14:00:00,celje,173.0,19.8,0.0,9.6,0.8
2023-01-04 14:30:00,celje,200.0,9.0,0.0,11.0,1.0
2023-01-04 15:00:00,celje,207.0,6.0,0.0,11.3,1.1
2023-01-04 15:30:00,celje,263.0,5.0,0.0,10.7,1.8
2023-01-04 16:00:00,celje,199.0,7.3,0.0,9.6,0.9
2023-01-04 16:30:00,celje,201.0,8.1,0.0,7.8,0.8
2023-01-04 17:00:00,celje,175.0,11.4,0.0,6.8,0.8
2023-01-04 17:30:00,celje,248.0,6.9,0.0,5.3,1.1
2023-01-04 18:00:00,celje,209.0,26.7,0.0,4.5,0.9
2023-01-04 18:30:00,celje,251.0,22.4,0.0,4.1,1.1
2023-01-04 19:00:00,celje,215.0,43.9,0.0,3.9,0.9
2023-01-04 19:30:00,celje,220.0,40.7,0.0,3.8,0.8
2023-01-04 20:00:00,celje,245.0,22.8,0.0,4.0,1.6
2023-01-04 20:30:00,celje,269.0,30.7,0.0,3.4,2.0
2023-01-04 21:00:00,celje,251.0,29.1,0.0,3.8,1.4
2023-01-04 21:30:00,celje,226.0,26.7,0.0,3.5,1.5
2023-01-04 22:00:00,celje,240.0,36.1,0.0,3.5,1.7
2023-01-04 22:30:00,celje,253.0,36.9,0.0,3.3,1.5
2023-01-04 23:00:00,celje,243.0,33.4,0.0,3.1,2.1
2023-01-04 23:30:00,celje,253.0,27.3,0.0,3.1,1.8
2023-01-05 00:00:00,celje,245.0,20.4,0.0,3.2,2.2
2023-01-05 00:30:00,celje,258.0,53.8,0.0,3.3,2.1
2023-01-05 01:00:00,celje,253.0,16.5,0.0,3.9,2.2
2023-01-05 01:30:00,celje,251.0,10.8,0.0,4.9,2.7
2023-01-05 02:00:00,celje,253.0,10.6,0.0,5.4,3.0
2023-01-05 02:30:00,celje,245.0,13.7,0.0,5.3,2.5
2023-01-05 03:00:00,celje,246.0,10.4,0.0,5.3,2.3
2023-01-05 03:30:00,celje,249.0,10.0,0.0,5.0,2.8
2023-01-05 04:00:00,celje,243.0,8.9,0.0,6.1,3.1
2023-01-05 04:30:00,celje,246.0,8.1,0.0,6.2,2.7
2023-01-05 05:00:00,celje,245.0,9.6,0.0,5.3,1.8
2023-01-05 05:30:00,celje,241.0,8.4,0.0,5.6,2.6
2023-01-05 06:00:00,celje,252.0,9.1,0.0,6.3,2.5
2023-01-05 06:30:00,celje,231.0,14.2,0.0,6.2,2.0
2023-01-05 07:00:00,celje,242.0,10.9,0.0,5.9,2.0
2023-01-05 07:30:00,celje,232.0,10.5,0.0,5.4,2.2
2023-01-05 08:00:00,celje,230.0,11.2,0.0,6.4,2.5
2023-01-05 08:30:00,celje,232.0,10.5,0.0,6.6,1.9
2023-01-05 09:00:00,celje,227.0,11.2,0.0,7.1,2.2
2023-01-05 09:30:00,celje,239.0,12.1,0.0,7.1,2.5
2023-01-05 10:00:00,celje,222.0,11.0,0.0,7.7,1.9
2023-01-05 10:30:00,celje,230.0,10.1,0.0,8.3,1.9
2023-01-05 11:00:00,celje,228.0,13.4,0.0,8.5,1.6
2023-01-05 11:30:00,celje,233.0,12.7,0.0,9.3,2.2
2023-01-05 12:00:00,celje,247.0,14.4,0.0,9.8,3.1
2023-01-05 12:30:00,celje,279.0,14.2,0.0,9.9,3.5
2023-01-05 13:00:00,celje,297.0,15.5,0.0,9.9,4.7
2023-01-05 13:30:00,celje,289.0,14.3,0.0,10.2,4.3
2023-01-05 14:00:00,celje,278.0,13.4,0.0,11.0,3.0
2023-01-05 14:30:00,celje,284.0,12.7,0.0,11.7,3.6
2023-01-05 15:00:00,celje,306.0,13.0,0.0,10.7,3.5
2023-01-05 15:30:00,celje,291.0,13.6,0.0,10.2,2.6
2023-01-05 16:00:00,celje,242.0,13.2,0.0,9.9,1.1
2023-01-05 16:30:00,celje,227.0,14.4,0.0,9.2,1.1
2023-01-05 17:00:00,celje,256.0,15.9,0.0,8.1,1.0
2023-01-05 17:30:00,celje,209.0,13.7,0.0,7.2,1.5
2023-01-05 18:00:00,celje,238.0,15.0,0.0,7.4,1.3
2023-01-05 18:30:00,celje,231.0,17.8,0.0,7.3,2.4
2023-01-05 19:00:00,celje,253.0,14.4,0.0,8.5,2.4
2023-01-05 19:30:00,celje,261.0,23.7,0.0,7.5,1.5
2023-01-05 20:00:00,celje,237.0,16.9,0.0,7.6,1.1
2023-01-05 20:30:00,celje,120.0,28.1,0.0,7.6,1.0
2023-01-05 21:00:00,celje,289.0,35.2,0.0,7.0,1.0
2023-01-05 21:30:00,celje,233.0,49.2,0.0,6.5,0.9
2023-01-05 22:00:00,celje,65.0,52.1,0.0,6.1,0.8
2023-01-05 22:30:00,celje,241.0,55.6,0.0,5.2,0.9
2023-01-05 23:00:00,celje,272.0,52.3,0.0,4.8,0.8
2023-01-05 23:30:00,celje,126.0,51.2,0.0,4.6,0.6
2023-01-06 00:00:00,celje,196.0,47.2,0.0,4.1,0.6
2023-01-06 00:30:00,celje,59.0,50.3,0.0,4.1,0.4
2023-01-06 01:00:00,celje,307.0,53.8,0.0,3.6,0.9
2023-01-06 01:30:00,celje,253.0,40.3,0.0,2.4,1.5
2023-01-06 02:00:00,celje,163.0,33.5,0.0,2.5,0.8
2023-01-06 02:30:00,celje,170.0,33.3,0.0,2.0,0.7
2023-01-06 03:00:00,celje,23.0,29.8,0.0,1.9,1.4
2023-01-06 03:30:00,celje,158.0,28.8,0.0,2.6,1.3
2023-01-06 04:00:00,celje,33.0,40.4,0.0,2.4,0.7
2023-01-06 04:30:00,celje,238.0,40.3,0.0,1.7,1.5
2023-01-06 05:00:00,celje,272.0,32.2,0.0,1.2,1.6
2023-01-06 05:30:00,celje,267.0,20.6,0.0,1.3,0.8
2023-01-06 06:00:00,celje,112.0,19.7,0.0,1.3,0.8
2023-01-06 06:30:00,celje,24.0,22.3,0.0,0.8,0.7
2023-01-06 07:00:00,celje,267.0,29.8,0.0,0.4,0.7
2023-01-06 07:30:00,celje,240.0,43.0,0.0,0.0,0.8
2023-01-06 08:00:00,celje,53.0,48.2,0.0,0.1,1.2
2023-01-06 08:30:00,celje,265.0,48.4,0.0,0.2,0.9
2023-01-06 09:00:00,celje,270.0,38.5,0.0,0.6,0.7
2023-01-06 09:30:00,celje,298.0,31.9,0.0,0.9,0.7
2023-01-06 10:00:00,celje,319.0,28.8,0.0,1.6,0.6
2023-01-06 10:30:00,celje,347.0,22.4,0.0,2.0,0.5
2023-01-06 11:00:00,celje,101.0,21.1,0.0,2.9,0.7
2023-01-06 11:30:00,celje,111.0,26.7,0.0,4.3,0.9
2023-01-06 12:00:00,celje,94.0,28.1,0.0,5.8,0.7
2023-01-06 12:30:00,celje,107.0,25.5,0.0,7.2,1.0
2023-01-06 13:00:00,celje,122.0,25.8,0.0,9.3,1.1
2023-01-06 13:30:00,celje,118.0,25.1,0.0,9.9,1.2
2023-01-06 14:00:00,celje,116.0,23.8,0.0,10.6,1.3
2023-01-06 14:30:00,celje,127.0,21.8,0.0,11.5,0.9
2023-01-06 15:00:00,celje,108.0,24.2,0.0,11.5,1.9
2023-01-06 15:30:00,celje,92.0,25.8,0.0,11.4,2.2
2023-01-06 16:00:00,celje,117.0,35.1,0.0,9.7,1.5
2023-01-06 16:30:00,celje,191.0,37.0,0.0,6.8,0.9
2023-01-06 17:00:00,celje,230.0,33.0,0.0,5.7,0.8
2023-01-06 17:30:00,celje,286.0,53.2,0.0,4.7,1.1
2023-01-06 18:00:00,celje,216.0,54.7,0.0,3.9,1.4
2023-01-06 18:30:00,celje,198.0,61.4,0.0,3.2,0.7
2023-01-06 19:00:00,celje,1.0,67.7,0.0,3.1,0.6
2023-01-06 19:30:00,celje,241.0,62.2,0.0,2.1,1.1
2023-01-06 20:00:00,celje,110.0,65.5,0.0,2.1,0.9
2023-01-06 20:30:00,celje,208.0,69.5,0.0,1.3,0.7
2023-01-06 21:00:00,celje,313.0,80.7,0.0,0.9,0.7
2023-01-06 21:30:00,celje,211.0,68.9,0.0,0.9,0.9
2023-01-06 22:00:00,celje,298.0,76.1,0.0,0.4,0.9
2023-01-06 22:30:00,celje,98.0,79.2,0.0,0.3,1.1
2023-01-06 23:00:00,celje,91.0,67.8,0.0,0.4,0.9
2023-01-06 23:30:00,celje,100.0,67.1,0.0,0.1,0.7
2023-01-07 00:00:00,celje,41.0,62.7,0.0,-0.2,0.5
2023-01-07 00:30:00,celje,276.0,64.0,0.0,-0.8,0.7
2023-01-07 01:00:00,celje,281.0,63.9,0.0,-1.1,1.1
2023-01-07 01:30:00,celje,118.0,60.6,0.0,-1.1,0.9
2023-01-07 02:00:00,celje,90.0,63.4,0.0,-1.0,0.8
2023-01-07 02:30:00,celje,77.0,60.3,0.0,-1.3,0.8
2023-01-07 03:00:00,celje,88.0,55.7,0.0,-1.6,0.7
2023-01-07 03:30:00,celje,105.0,59.0,0.0,-1.9,0.7
2023-01-07 04:00:00,celje,23.0,53.2,0.0,-1.7,0.4
2023-01-07 04:30:00,celje,264.0,51.7,0.0,-2.0,1.0
2023-01-07 05:00:00,celje,37.0,52.0,0.0,-2.0,0.6
2023-01-07 05:30:00,celje,258.0,52.2,0.0,-2.0,0.5
2023-01-07 06:00:00,celje,344.0,46.5,0.0,-1.9,0.7
2023-01-07 06:30:00,celje,276.0,38.0,0.0,-2.4,0.9
2023-01-07 07:00:00,celje,292.0,42.2,0.0,-2.6,1.0
2023-01-07 07:30:00,celje,108.0,38.6,0.0,-2.2,0.9
2023-01-07 08:00:00,celje,51.0,45.7,0.0,-2.4,0.7
2023-01-07 08:30:00,celje,99.0,27.7,0.0,-2.2,0.9
2023-01-07 09:00:00,celje,197.0,29.3,0.0,-1.8,0.5
2023-01-07 09:30:00,celje,17.0,35.2,0.0,-0.9,0.5
2023-01-07 10:00:00,celje,127.0,34.2,0.0,0.4,0.4
2023-01-07 10:30:00,celje,116.0,30.6,0.0,1.6,0.3
2023-01-07 11:00:00,celje,299.0,28.4,0.0,2.7,0.4
2023-01-07 11:30:00,celje,303.0,26.9,0.0,3.9,0.6
2023-01-07 12:00:00,celje,299.0,27.9,0.0,5.2,0.5
2023-01-07 12:30:00,celje,278.0,30.8,0.0,6.6,0.5
2023-01-07 13:00:00,celje,35.0,29.6,0.0,7.7,0.5
2023-01-07 13:30:00,celje,82.0,31.3,0.0,8.6,0.5
2023-01-07 14:00:00,celje,241.0,25.2,0.0,10.0,3.0
2023-01-07 14:30:00,celje,246.0,17.2,0.0,10.2,4.2
2023-01-07 15:00:00,celje,257.0,17.5,0.0,10.2,3.7
2023-01-07 15:30:00,celje,248.0,18.1,0.0,9.6,2.5
2023-01-07 16:00:00,celje,244.0,14.4,0.0,8.9,3.1
2023-01-07 16:30:00,celje,225.0,15.1,0.0,7.8,2.3
2023-01-07 17:00:00,celje,219.0,16.0,0.0,6.2,2.3
2023-01-07 17:30:00,celje,233.0,45.0,0.0,5.4,1.5
2023-01-07 18:00:00,celje,227.0,46.4,0.0,4.7,1.1
2023-01-07 18:30:00,celje,225.0,68.3,0.0,4.6,1.2
2023-01-07 19:00:00,celje,221.0,83.4,0.0,4.6,1.1
2023-01-07 19:30:00,celje,229.0,65.6,0.0,5.6,1.8
2023-01-07 20:00:00,celje,242.0,54.1,0.0,6.4,2.3
2023-01-07 20:30:00,celje,243.0,57.5,0.0,5.6,2.2
2023-01-07 21:00:00,celje,235.0,60.7,0.0,4.7,2.4
2023-01-07 21:30:00,celje,252.0,45.6,0.0,5.4,3.2
2023-01-07 22:00:00,celje,253.0,33.7,0.0,7.1,4.5
2023-01-07 22:30:00,celje,271.0,21.7,0.0,7.0,3.0
2023-01-07 23:00:00,celje,281.0,21.2,0.0,5.4,2.1
2023-01-07 23:30:00,celje,241.0,21.1,0.0,4.6,2.7
2023-01-08 00:00:00,celje,236.0,19.7,0.0,4.2,2.7
2023-01-08 00:30:00,celje,234.0,17.9,0.0,4.3,2.6
2023-01-08 01:00:00,celje,243.0,17.9,0.0,4.0,2.8
2023-01-08 01:30:00,celje,248.0,17.1,0.0,4.1,2.1
2023-01-08 02:00:00,celje,241.0,15.5,0.0,4.1,3.3
2023-01-08 02:30:00,celje,251.0,13.6,0.0,3.9,3.3
2023-01-08 03:00:00,celje,233.0,12.8,0.0,4.3,2.5
2023-01-08 03:30:00,celje,225.0,11.8,0.0,4.8,2.2
2023-01-08 04:00:00,celje,218.0,12.1,0.0,4.7,1.9
2023-01-08 04:30:00,celje,206.0,12.0,0.0,3.9,1.3
2023-01-08 05:00:00,celje,223.0,12.0,0.0,3.4,1.8
2023-01-08 05:30:00,celje,242.0,12.5,0.0,2.8,3.2
2023-01-08 06:00:00,celje,242.0,13.3,0.0,3.4,3.0
2023-01-08 06:30:00,celje,249.0,13.5,0.0,2.3,2.8
2023-01-08 07:00:00,celje,259.0,13.9,0.0,3.2,2.0
2023-01-08 07:30:00,celje,274.0,12.5,0.0,5.4,3.0
2023-01-08 08:00:00,celje,294.0,10.8,0.0,6.2,2.4
2023-01-08 08:30:00,celje,260.0,19.6,0.0,8.0,4.6
2023-01-08 09:00:00,celje,249.0,13.4,0.0,9.0,6.2
2023-01-08 09:30:00,celje,249.0,8.8,0.0,9.4,6.0
2023-01-08 10:00:00,celje,245.0,8.9,0.0,9.8,8.9
2023-01-08 10:30:00,celje,250.0,7.0,0.0,10.0,8.8
2023-01-08 11:00:00,celje,255.0,6.6,0.0,10.4,7.9
2023-01-08 11:30:00,celje,253.0,7.6,0.0,10.3,7.9
2023-01-08 12:00:00,celje,261.0,7.5,0.0,10.0,5.6
2023-01-08 12:30:00,celje,262.0,7.6,0.0,10.2,5.5
2023-01-08 13:00:00,celje,264.0,6.6,0.0,10.4,5.6
2023-01-08 13:30:00,celje,267.0,6.6,0.0,10.6,5.5
2023-01-08 14:00:00,celje,275.0,6.4,0.0,10.7,4.8
2023-01-08 14:30:00,celje,270.0,6.3,0.0,10.9,4.8
2023-01-08 15:00:00,celje,256.0,5.0,0.0,11.2,6.7
2023-01-08 15:30:00,celje,238.0,4.8,0.0,11.4,5.3
2023-01-08 16:00:00,celje,243.0,4.4,0.0,11.7,6.3
2023-01-08 16:30:00,celje,242.0,5.6,0.0,11.8,7.0
2023-01-08 17:00:00,celje,248.0,5.4,0.0,11.7,6.1
2023-01-08 17:30:00,celje,249.0,5.7,0.0,11.5,6.6
2023-01-08 18:00:00,celje,255.0,5.8,0.0,11.1,5.3
2023-01-08 18:30:00,celje,262.0,6.3,0.0,11.1,4.7
2023-01-08 19:00:00,celje,264.0,8.8,0.0,9.7,2.8
2023-01-08 19:30:00,celje,238.0,10.6,0.1,9.7,2.5
2023-01-08 20:00:00,celje,254.0,5.5,0.0,10.3,3.5
2023-01-08 20:30:00,celje,335.0,15.1,0.0,9.4,1.6
2023-01-08 21:00:00,celje,243.0,11.1,0.0,9.4,2.4
2023-01-08 21:30:00,celje,244.0,4.1,0.0,10.8,4.0
2023-01-08 22:00:00,celje,242.0,3.5,0.0,10.5,3.4
2023-01-08 22:30:00,celje,265.0,3.8,0.1,9.7,3.2
2023-01-08 23:00:00,celje,273.0,6.0,0.0,8.9,1.6
2023-01-08 23:30:00,celje,223.0,6.0,0.0,8.7,1.0
2023-01-09 00:00:00,celje,183.0,8.7,0.0,8.7,0.7
2023-01-09 00:30:00,celje,153.0,6.4,0.0,8.4,0.7
2023-01-09 01:00:00,celje,96.0,6.4,0.0,8.4,0.7
2023-01-09 01:30:00,celje,29.0,4.6,0.0,8.2,0.9
2023-01-09 02:00:00,celje,256.0,3.5,0.1,8.1,1.3
2023-01-09 02:30:00,celje,227.0,3.9,0.0,9.7,2.2
