datum_zajema,mesto,smer vetra [°],pm10 [µg/m³],padavine [mm],temperatura [°C],veter [m/s]
2023-03-17 03:30:00,koper,124.5,5.7,0.0,1.5,1.4
2023-03-17 04:00:00,koper,109.7,4.1,0.0,1.1,1.4
2023-03-17 04:30:00,koper,135.3,3.4,0.0,1.0,1.6
2023-03-17 05:00:00,koper,111.7,3.4,0.0,0.9,1.5
2023-03-17 05:30:00,koper,116.5,3.4,0.0,0.7,1.4
2023-03-17 06:00:00,koper,110.5,4.0,0.0,0.6,1.6
2023-03-17 06:30:00,koper,130.2,4.7,0.0,0.5,1.8
2023-03-17 07:00:00,koper,130.1,5.9,0.0,1.3,1.3
2023-03-17 07:30:00,koper,113.8,4.4,0.0,3.1,0.8
2023-03-17 08:00:00,koper,123.3,10.5,0.0,5.5,0.4
2023-03-17 08:30:00,koper,82.3,21.8,0.0,8.1,0.4
2023-03-17 09:00:00,koper,336.4,10.0,0.0,9.9,0.6
2023-03-17 09:30:00,koper,306.1,9.8,0.0,10.4,1.2
2023-03-17 10:00:00,koper,310.1,5.8,0.0,11.2,1.8
2023-03-17 10:30:00,koper,305.4,6.4,0.0,11.7,2.1
2023-03-17 11:00:00,koper,306.3,8.0,0.0,12.4,2.2
2023-03-17 11:30:00,koper,308.7,6.7,0.0,12.8,2.4
2023-03-17 12:00:00,koper,300.1,7.1,0.0,13.1,2.9
2023-03-17 12:30:00,koper,291.4,6.7,0.0,13.0,2.6
2023-03-17 13:00:00,koper,297.8,8.2,0.0,13.8,2.6
2023-03-17 13:30:00,koper,304.7,12.1,0.0,14.2,2.5
2023-03-17 14:00:00,koper,304.7,11.5,0.0,14.1,2.3
2023-03-17 14:30:00,koper,289.9,15.7,0.0,14.1,2.3
2023-03-17 15:00:00,koper,284.9,13.9,0.0,14.4,2.9
2023-03-17 15:30:00,koper,286.6,10.3,0.0,14.5,2.5
2023-03-17 16:00:00,koper,292.2,10.0,0.0,13.6,1.9
2023-03-17 16:30:00,koper,292.4,10.3,0.0,13.2,1.7
2023-03-17 17:00:00,koper,290.4,8.7,0.0,12.6,1.6
2023-03-17 17:30:00,koper,273.9,11.3,0.0,11.3,1.5
2023-03-17 18:00:00,koper,262.2,10.0,0.0,10.3,1.1
2023-03-17 18:30:00,koper,269.3,10.8,0.0,9.3,0.4
2023-03-17 19:00:00,koper,133.7,16.7,0.0,8.1,1.1
2023-03-17 19:30:00,koper,160.7,17.3,0.0,7.3,1.1
2023-03-17 20:00:00,koper,153.8,14.5,0.0,6.7,1.1
2023-03-17 20:30:00,koper,156.9,12.4,0.0,5.9,1.3
2023-03-17 21:00:00,koper,162.1,12.2,0.0,5.1,1.3
2023-03-17 21:30:00,koper,166.9,9.5,0.0,4.6,1.2
2023-03-17 22:00:00,koper,139.2,15.2,0.0,4.3,1.3
2023-03-17 22:30:00,koper,268.5,13.2,0.0,3.9,1.4
2023-03-17 23:00:00,koper,114.2,17.5,0.0,3.8,1.4
2023-03-17 23:30:00,koper,118.8,11.8,0.0,3.4,1.5
2023-03-18 00:00:00,koper,155.6,14.8,0.0,3.3,1.6
2023-03-18 00:30:00,koper,132.4,13.1,0.0,3.2,1.1
2023-03-18 01:00:00,koper,129.6,11.3,0.0,2.8,1.3
2023-03-18 01:30:00,koper,279.0,11.9,0.0,2.6,1.3
2023-03-18 02:00:00,koper,326.5,12.2,0.0,2.4,1.3
2023-03-18 02:30:00,koper,133.2,11.8,0.0,2.2,1.4
2023-03-18 03:00:00,koper,87.6,12.2,0.0,2.2,1.4
2023-03-18 03:30:00,koper,132.6,13.3,0.0,2.0,1.5
2023-03-18 04:00:00,koper,136.4,12.3,0.0,2.0,1.8
2023-03-18 04:30:00,koper,137.8,11.8,0.0,2.1,1.7
2023-03-18 05:00:00,koper,148.4,12.5,0.0,1.8,1.9
2023-03-18 05:30:00,koper,140.3,11.8,0.0,1.5,1.6
2023-03-18 06:00:00,koper,117.7,11.2,0.0,1.4,1.2
2023-03-18 06:30:00,koper,124.3,12.3,0.0,1.2,1.6
2023-03-18 07:00:00,koper,122.9,14.7,0.0,1.4,1.5
2023-03-18 07:30:00,koper,132.9,14.0,0.0,3.5,1.4
2023-03-18 08:00:00,koper,132.8,17.8,0.0,5.7,1.1
2023-03-18 08:30:00,koper,116.5,21.3,0.0,8.2,1.0
2023-03-18 09:00:00,koper,72.1,19.6,0.0,11.0,0.5
2023-03-18 09:30:00,koper,311.4,12.0,0.0,12.0,1.2
2023-03-18 10:00:00,koper,305.7,9.7,0.0,12.5,1.9
2023-03-18 10:30:00,koper,308.0,9.0,0.0,13.1,2.3
2023-03-18 11:00:00,koper,304.2,13.9,0.0,13.5,2.4
2023-03-18 11:30:00,koper,309.7,12.3,0.0,14.2,2.5
2023-03-18 12:00:00,koper,303.0,10.8,0.0,15.0,2.5
2023-03-18 12:30:00,koper,298.7,13.6,0.0,15.4,2.7
2023-03-18 13:00:00,koper,302.9,13.2,0.0,15.1,3.0
2023-03-18 13:30:00,koper,304.6,15.5,0.0,14.6,2.7
2023-03-18 14:00:00,koper,305.9,13.1,0.0,14.3,2.5
2023-03-18 14:30:00,koper,306.6,11.5,0.0,13.6,2.0
2023-03-18 15:00:00,koper,299.0,8.1,0.0,13.9,2.2
2023-03-18 15:30:00,koper,300.3,8.0,0.0,14.1,2.2
2023-03-18 16:00:00,koper,303.3,8.2,0.0,13.9,2.3
2023-03-18 16:30:00,koper,299.9,8.0,0.0,13.6,1.9
2023-03-18 17:00:00,koper,303.2,8.4,0.0,12.9,2.0
2023-03-18 17:30:00,koper,269.9,10.2,0.0,11.8,1.7
2023-03-18 18:00:00,koper,269.4,11.6,0.0,11.1,1.4
2023-03-18 18:30:00,koper,140.7,13.0,0.0,10.3,1.1
2023-03-18 19:00:00,koper,116.6,22.5,0.0,9.0,0.6
2023-03-18 19:30:00,koper,142.1,44.0,0.0,7.7,1.1
2023-03-18 20:00:00,koper,166.0,21.3,0.0,7.1,0.7
2023-03-18 20:30:00,koper,158.8,14.9,0.0,6.3,1.1
2023-03-18 21:00:00,koper,164.3,9.0,0.0,5.7,1.0
2023-03-18 21:30:00,koper,302.2,11.4,0.0,5.2,1.1
2023-03-18 22:00:00,koper,274.7,14.0,0.0,4.8,1.6
2023-03-18 22:30:00,koper,139.6,53.7,0.0,4.4,1.6
2023-03-18 23:00:00,koper,137.5,13.3,0.0,4.4,1.2
2023-03-18 23:30:00,koper,144.5,11.6,0.0,3.8,1.6
2023-03-19 00:00:00,koper,164.5,10.9,0.0,3.7,1.4
2023-03-19 00:30:00,koper,30.2,12.4,0.0,3.6,1.6
2023-03-19 01:00:00,koper,135.3,9.2,0.0,3.6,1.9
2023-03-19 01:30:00,koper,130.6,9.5,0.0,3.5,1.3
2023-03-19 02:00:00,koper,98.3,9.5,0.0,3.3,1.5
2023-03-19 02:30:00,koper,135.2,7.8,0.0,3.2,1.4
2023-03-19 03:00:00,koper,296.5,9.8,0.0,2.9,0.5
2023-03-19 03:30:00,koper,262.1,11.7,0.0,3.2,1.1
2023-03-19 04:00:00,koper,97.3,14.0,0.0,3.0,1.1
2023-03-19 04:30:00,koper,144.2,11.7,0.0,3.0,0.9
2023-03-19 05:00:00,koper,98.5,12.8,0.0,2.9,1.5
2023-03-19 05:30:00,koper,5.9,15.4,0.0,2.7,1.4
2023-03-19 06:00:00,koper,81.5,14.5,0.0,2.6,1.5
2023-03-19 06:30:00,koper,280.8,14.0,0.0,2.9,1.1
2023-03-19 07:00:00,koper,294.0,13.3,0.0,3.7,0.7
2023-03-19 07:30:00,koper,150.4,13.4,0.0,4.5,0.5
2023-03-19 08:00:00,koper,276.4,14.2,0.0,5.7,0.6
2023-03-19 08:30:00,koper,68.5,16.4,0.0,8.1,0.5
2023-03-19 09:00:00,koper,36.8,17.6,0.0,9.8,0.1
2023-03-19 09:30:00,koper,275.6,11.5,0.0,10.5,0.8
2023-03-19 10:00:00,koper,301.2,12.4,0.0,11.2,1.2
2023-03-19 10:30:00,koper,308.4,11.9,0.0,13.2,1.5
2023-03-19 11:00:00,koper,288.5,14.9,0.0,14.4,2.3
2023-03-19 11:30:00,koper,313.1,11.7,0.0,14.8,2.4
2023-03-19 12:00:00,koper,299.8,12.0,0.0,14.6,2.5
2023-03-19 12:30:00,koper,304.0,8.2,0.0,14.1,2.7
2023-03-19 13:00:00,koper,307.9,7.2,0.0,14.4,2.0
2023-03-19 13:30:00,koper,315.0,7.4,0.0,14.5,1.6
2023-03-19 14:00:00,koper,313.6,9.1,0.0,15.1,1.5
2023-03-19 14:30:00,koper,340.8,6.7,0.0,15.3,2.0
2023-03-19 15:00:00,koper,306.7,5.4,0.0,15.1,1.8
2023-03-19 15:30:00,koper,294.1,5.5,0.0,14.2,1.6
2023-03-19 16:00:00,koper,312.2,5.3,0.0,14.1,1.4
2023-03-19 16:30:00,koper,300.8,6.6,0.0,13.8,1.2
2023-03-19 17:00:00,koper,315.9,5.9,0.0,13.8,0.7
2023-03-19 17:30:00,koper,305.7,8.9,0.0,13.5,0.6
2023-03-19 18:00:00,koper,284.0,9.7,0.0,12.9,0.9
2023-03-19 18:30:00,koper,267.2,19.4,0.0,12.2,0.8
2023-03-19 19:00:00,koper,119.8,21.0,0.0,11.2,0.1
2023-03-19 19:30:00,koper,166.6,20.8,0.0,10.2,0.4
2023-03-19 20:00:00,koper,41.3,22.5,0.0,10.0,0.3
2023-03-19 20:30:00,koper,323.2,27.8,0.0,9.7,0.7
2023-03-19 21:00:00,koper,265.0,35.0,0.0,9.1,0.5
2023-03-19 21:30:00,koper,241.6,33.6,0.0,8.5,0.9
2023-03-19 22:00:00,koper,280.6,27.8,0.0,8.1,1.2
2023-03-19 22:30:00,koper,344.3,30.5,0.0,7.7,1.1
2023-03-19 23:00:00,koper,154.6,31.7,0.0,7.2,1.2
2023-03-19 23:30:00,koper,141.9,33.0,0.0,7.0,1.3
2023-03-20 00:00:00,koper,144.0,36.5,0.0,7.6,0.9
2023-03-20 00:30:00,koper,124.3,36.1,0.0,7.8,1.3
2023-03-20 01:00:00,koper,122.6,33.3,0.0,8.1,1.2
2023-03-20 01:30:00,koper,124.4,27.9,0.0,8.4,1.0
2023-03-20 02:00:00,koper,93.3,13.0,0.0,8.7,1.1
2023-03-20 02:30:00,koper,139.5,10.8,0.0,9.0,1.4
2023-03-20 03:00:00,koper,148.0,8.1,0.1,9.2,1.1
2023-03-20 03:30:00,koper,168.1,6.9,0.0,9.2,0.8
2023-03-20 04:00:00,koper,160.0,5.6,0.2,9.2,0.4
2023-03-20 04:30:00,koper,141.4,8.3,0.2,9.3,0.1
2023-03-20 05:00:00,koper,80.4,7.2,0.2,9.3,0.0
2023-03-20 05:30:00,koper,57.9,6.3,0.3,9.3,0.5
2023-03-20 06:00:00,koper,145.5,7.4,0.1,9.3,0.0
2023-03-20 06:30:00,koper,135.2,7.3,0.2,9.4,0.0
2023-03-20 07:00:00,koper,151.0,7.2,0.1,9.4,0.2
2023-03-20 07:30:00,koper,163.2,7.2,0.1,9.6,0.2
2023-03-20 08:00:00,koper,311.0,12.7,0.0,10.0,0.0
2023-03-20 08:30:00,koper,305.2,13.3,0.2,10.5,0.2
2023-03-20 09:00:00,koper,279.1,10.2,0.2,10.9,1.0
2023-03-20 09:30:00,koper,318.0,7.1,0.1,11.0,0.4
2023-03-20 10:00:00,koper,307.5,7.9,0.0,11.4,0.3
2023-03-20 10:30:00,koper,229.1,7.8,0.0,11.6,0.3
2023-03-20 11:00:00,koper,130.7,9.9,0.0,12.6,0.3
2023-03-20 11:30:00,koper,112.3,9.0,0.0,13.3,0.4
2023-03-20 12:00:00,koper,133.4,8.7,0.0,13.8,1.1
2023-03-20 12:30:00,koper,294.8,10.4,0.0,14.4,1.5
2023-03-20 13:00:00,koper,305.3,7.4,0.0,14.8,1.7
2023-03-20 13:30:00,koper,305.9,7.2,0.0,15.2,2.3
2023-03-20 14:00:00,koper,305.3,6.6,0.0,14.4,1.6
2023-03-20 14:30:00,koper,299.5,5.6,0.0,13.8,1.5
2023-03-20 15:00:00,koper,300.8,5.4,0.0,13.9,1.4
2023-03-20 15:30:00,koper,291.1,8.0,0.0,13.5,2.1
2023-03-20 16:00:00,koper,250.1,6.0,0.0,13.1,1.2
2023-03-20 16:30:00,koper,303.2,9.5,0.0,12.7,1.1
2023-03-20 17:00:00,koper,259.8,12.1,0.0,12.5,0.8
2023-03-20 17:30:00,koper,294.7,8.5,0.0,12.4,1.6
2023-03-20 18:00:00,koper,297.3,7.9,0.0,12.2,1.7
2023-03-20 18:30:00,koper,293.3,7.9,0.0,12.0,1.3
2023-03-20 19:00:00,koper,274.9,11.3,0.0,11.7,0.4
2023-03-20 19:30:00,koper,50.0,15.1,0.0,11.5,0.1
2023-03-20 20:00:00,koper,151.3,15.5,0.0,11.2,0.3
2023-03-20 20:30:00,koper,148.3,17.3,0.0,10.8,0.8
2023-03-20 21:00:00,koper,299.5,18.9,0.0,10.3,0.3
2023-03-20 21:30:00,koper,37.5,22.5,0.0,9.6,0.4
2023-03-20 22:00:00,koper,105.5,19.7,0.0,8.9,0.9
2023-03-20 22:30:00,koper,285.9,17.8,0.0,8.3,0.8
2023-03-20 23:00:00,koper,230.2,15.3,0.0,7.7,1.2
2023-03-20 23:30:00,koper,100.5,15.5,0.0,7.1,1.3
2023-03-21 00:00:00,koper,269.4,11.0,0.0,6.9,1.0
2023-03-21 00:30:00,koper,208.9,10.9,0.0,6.5,1.1
2023-03-21 01:00:00,koper,276.0,12.1,0.0,6.2,1.1
2023-03-21 01:30:00,koper,219.5,14.4,0.0,5.9,1.4
2023-03-21 02:00:00,koper,339.8,13.3,0.0,5.5,1.6
2023-03-21 02:30:00,koper,197.0,14.1,0.0,5.5,1.2
2023-03-21 03:00:00,koper,117.0,13.8,0.0,5.4,1.1
2023-03-21 03:30:00,koper,197.1,14.7,0.0,5.2,1.4
2023-03-21 04:00:00,koper,269.9,16.8,0.0,5.2,1.4
2023-03-21 04:30:00,koper,149.8,16.7,0.0,4.7,1.4
2023-03-21 05:00:00,koper,131.3,17.5,0.0,4.8,1.5
2023-03-21 05:30:00,koper,132.5,17.7,0.0,4.6,1.2
2023-03-21 06:00:00,koper,272.9,22.1,0.0,4.3,0.6
2023-03-21 06:30:00,koper,300.6,22.5,0.0,4.3,0.8
2023-03-21 07:00:00,koper,295.8,19.6,0.0,4.8,0.5
2023-03-21 07:30:00,koper,245.0,21.4,0.0,6.2,1.5
2023-03-21 08:00:00,koper,238.7,22.2,0.0,8.1,1.1
2023-03-21 08:30:00,koper,79.1,35.3,0.0,10.3,1.0
2023-03-21 09:00:00,koper,15.7,34.7,0.0,12.0,0.5
2023-03-21 09:30:00,koper,303.0,36.3,0.0,13.1,1.2
2023-03-21 10:00:00,koper,288.3,25.9,0.0,13.0,1.8
2023-03-21 10:30:00,koper,297.5,28.0,0.0,13.8,2.4
2023-03-21 11:00:00,koper,304.8,26.1,0.0,14.2,2.4
2023-03-21 11:30:00,koper,300.4,24.5,0.0,14.8,2.0
2023-03-21 12:00:00,koper,313.9,24.2,0.0,15.6,2.1
2023-03-21 12:30:00,koper,307.0,23.7,0.0,15.9,2.7
2023-03-21 13:00:00,koper,304.5,19.9,0.0,16.7,2.0
2023-03-21 13:30:00,koper,308.7,15.5,0.0,16.8,1.8
2023-03-21 14:00:00,koper,279.8,19.0,0.0,15.9,1.7
2023-03-21 14:30:00,koper,275.9,19.9,0.0,15.9,1.8
2023-03-21 15:00:00,koper,279.7,18.0,0.0,16.3,1.9
2023-03-21 15:30:00,koper,307.9,21.1,0.0,16.1,1.3
2023-03-21 16:00:00,koper,292.5,15.4,0.0,16.1,1.3
2023-03-21 16:30:00,koper,342.5,22.5,0.0,15.9,1.2
2023-03-21 17:00:00,koper,287.9,30.3,0.0,15.2,1.3
2023-03-21 17:30:00,koper,227.3,21.7,0.0,14.3,1.3
2023-03-21 18:00:00,koper,128.0,28.4,0.0,13.8,1.6
2023-03-21 18:30:00,koper,113.1,29.7,0.0,13.2,0.9
2023-03-21 19:00:00,koper,127.8,33.4,0.0,12.4,0.6
2023-03-21 19:30:00,koper,152.6,41.3,0.0,11.8,1.3
2023-03-21 20:00:00,koper,153.0,38.3,0.0,11.7,0.9
2023-03-21 20:30:00,koper,145.8,34.7,0.0,10.8,1.2
2023-03-21 21:00:00,koper,126.5,30.7,0.0,10.0,1.5
2023-03-21 21:30:00,koper,110.1,23.6,0.0,9.3,1.4
2023-03-21 22:00:00,koper,150.7,19.0,0.0,8.8,1.4
2023-03-21 22:30:00,koper,110.3,21.2,0.0,8.5,1.6
2023-03-21 23:00:00,koper,131.6,16.1,0.0,8.3,1.7
2023-03-21 23:30:00,koper,138.6,15.1,0.0,8.4,1.5
2023-03-22 00:00:00,koper,147.7,11.9,0.0,8.0,1.6
2023-03-22 00:30:00,koper,122.5,11.7,0.0,7.8,1.6
2023-03-22 01:00:00,koper,267.2,10.2,0.0,7.7,1.5
2023-03-22 01:30:00,koper,81.5,10.5,0.0,8.1,1.5
2023-03-22 02:00:00,koper,108.4,10.5,0.0,8.4,1.0
2023-03-22 02:30:00,koper,155.8,9.3,0.0,8.6,1.4
2023-03-22 03:00:00,koper,128.7,11.6,0.0,8.9,1.6
2023-03-22 03:30:00,koper,157.2,10.0,0.0,9.1,1.4
2023-03-22 04:00:00,koper,95.8,9.7,0.0,9.2,1.3
2023-03-22 04:30:00,koper,141.2,10.3,0.0,9.4,0.9
2023-03-22 05:00:00,koper,156.1,9.8,0.0,9.4,1.1
2023-03-22 05:30:00,koper,113.6,13.6,0.0,9.5,1.3
2023-03-22 06:00:00,koper,121.1,12.2,0.0,9.7,1.2
2023-03-22 06:30:00,koper,130.5,12.8,0.0,9.6,1.6
2023-03-22 07:00:00,koper,181.7,19.3,0.0,9.8,1.3
2023-03-22 07:30:00,koper,285.0,20.3,0.0,10.4,1.2
2023-03-22 08:00:00,koper,287.8,21.6,0.0,11.4,0.3
2023-03-22 08:30:00,koper,307.7,23.1,0.0,12.3,0.0
2023-03-22 09:00:00,koper,329.0,24.8,0.0,12.8,0.5
2023-03-22 09:30:00,koper,356.6,23.0,0.0,14.0,1.0
2023-03-22 10:00:00,koper,287.6,21.4,0.0,15.3,1.8
2023-03-22 10:30:00,koper,303.2,23.6,0.0,15.9,2.0
2023-03-22 11:00:00,koper,308.6,24.0,0.0,15.9,2.3
2023-03-22 11:30:00,koper,302.8,23.1,0.0,16.0,2.2
2023-03-22 12:00:00,koper,302.2,18.2,0.0,16.2,2.3
2023-03-22 12:30:00,koper,303.5,17.4,0.0,16.7,2.4
2023-03-22 13:00:00,koper,301.3,31.6,0.0,17.6,2.4
2023-03-22 13:30:00,koper,300.9,34.8,0.0,17.5,2.7
2023-03-22 14:00:00,koper,303.4,46.4,0.0,17.8,2.1
2023-03-22 14:30:00,koper,303.8,40.4,0.0,17.9,1.8
2023-03-22 15:00:00,koper,298.9,50.0,0.0,17.9,1.7
2023-03-22 15:30:00,koper,306.1,52.5,0.0,18.0,1.6
2023-03-22 16:00:00,koper,304.2,51.0,0.0,18.2,1.7
2023-03-22 16:30:00,koper,309.9,52.9,0.0,17.8,2.0
2023-03-22 17:00:00,koper,301.5,56.4,0.0,17.1,1.4
2023-03-22 17:30:00,koper,162.9,47.2,0.0,16.0,1.1
2023-03-22 18:00:00,koper,281.7,53.6,0.0,14.8,0.7
2023-03-22 18:30:00,koper,244.3,45.8,0.0,13.9,0.3
2023-03-22 19:00:00,koper,145.9,58.5,0.0,13.0,0.4
2023-03-22 19:30:00,koper,145.0,55.4,0.0,12.1,1.1
2023-03-22 20:00:00,koper,126.9,55.0,0.0,11.7,0.9
2023-03-22 20:30:00,koper,130.9,56.7,0.0,10.9,1.4
2023-03-22 21:00:00,koper,160.3,47.6,0.0,10.2,1.4
2023-03-22 21:30:00,koper,156.4,44.1,0.0,9.6,1.5
2023-03-22 22:00:00,koper,157.1,43.3,0.0,9.2,1.1
2023-03-22 22:30:00,koper,137.7,46.7,0.0,8.8,1.4
2023-03-22 23:00:00,koper,115.7,47.2,0.0,8.4,1.3
2023-03-22 23:30:00,koper,132.6,42.3,0.0,8.3,1.3
2023-03-23 00:00:00,koper,123.4,33.0,0.0,8.1,1.1
2023-03-23 00:30:00,koper,273.0,32.1,0.0,7.9,1.4
2023-03-23 01:00:00,koper,290.3,32.4,0.0,7.5,1.1
2023-03-23 01:30:00,koper,277.6,33.3,0.0,7.3,1.4
2023-03-23 02:00:00,koper,205.5,32.6,0.0,7.1,1.2
2023-03-23 02:30:00,koper,105.8,29.3,0.0,6.8,1.4
2023-03-23 03:00:00,koper,322.8,21.9,0.0,6.6,1.5
2023-03-23 03:30:00,koper,133.3,20.9,0.0,6.6,1.8
2023-03-23 04:00:00,koper,129.7,21.6,0.0,6.5,1.8
2023-03-23 04:30:00,koper,118.5,21.3,0.0,6.3,1.8
2023-03-23 05:00:00,koper,130.5,20.8,0.0,6.3,1.7
2023-03-23 05:30:00,koper,293.4,21.1,0.0,6.2,1.5
2023-03-23 06:00:00,koper,118.5,25.1,0.0,6.3,1.2
2023-03-23 06:30:00,koper,136.5,13.8,0.0,6.4,1.1
2023-03-23 07:00:00,koper,340.3,12.9,0.0,6.7,1.4
2023-03-23 07:30:00,koper,289.7,24.3,0.0,8.3,0.8
2023-03-23 08:00:00,koper,100.3,24.9,0.0,11.1,0.5
2023-03-23 08:30:00,koper,332.6,33.7,0.0,13.5,0.1
2023-03-23 09:00:00,koper,349.6,23.4,0.0,14.2,0.6
2023-03-23 09:30:00,koper,291.6,26.7,0.0,14.8,1.6
2023-03-23 10:00:00,koper,295.8,30.6,0.0,14.9,1.8
2023-03-23 10:30:00,koper,304.0,21.6,0.0,15.1,2.4
2023-03-23 11:00:00,koper,292.0,25.9,0.0,15.7,2.5
2023-03-23 11:30:00,koper,286.1,21.8,0.0,16.3,2.6
2023-03-23 12:00:00,koper,301.5,25.4,0.0,16.6,2.2
2023-03-23 12:30:00,koper,309.9,20.9,0.0,16.8,2.6
2023-03-23 13:00:00,koper,317.0,21.2,0.0,16.2,2.7
2023-03-23 13:30:00,koper,294.5,17.3,0.0,16.4,2.8
2023-03-23 14:00:00,koper,302.7,18.5,0.0,17.0,2.6
2023-03-23 14:30:00,koper,311.5,12.8,0.0,17.6,2.1
2023-03-23 15:00:00,koper,313.6,14.4,0.0,16.7,1.4
2023-03-23 15:30:00,koper,300.3,16.7,0.0,17.0,2.7
2023-03-23 16:00:00,koper,308.1,16.1,0.0,17.0,2.7
2023-03-23 16:30:00,koper,310.9,17.7,0.0,16.9,1.5
2023-03-23 17:00:00,koper,303.1,19.2,0.0,16.1,0.6
2023-03-23 17:30:00,koper,285.5,18.1,0.0,15.8,1.4
2023-03-23 18:00:00,koper,256.8,14.5,0.0,15.2,1.3
2023-03-23 18:30:00,koper,106.3,13.7,0.0,14.2,0.2
2023-03-23 19:00:00,koper,168.3,16.8,0.0,12.9,0.2
2023-03-23 19:30:00,koper,28.2,24.0,0.0,11.8,0.0
2023-03-23 20:00:00,koper,281.7,17.9,0.0,11.0,0.4
2023-03-23 20:30:00,koper,143.0,25.9,0.0,10.4,0.9
2023-03-23 21:00:00,koper,130.7,28.6,0.0,9.9,1.4
2023-03-23 21:30:00,koper,145.7,27.0,0.0,9.5,1.1
2023-03-23 22:00:00,koper,351.7,27.9,0.0,9.3,0.7
2023-03-23 22:30:00,koper,21.8,26.8,0.0,8.6,0.0
2023-03-23 23:00:00,koper,314.8,29.4,0.0,8.2,0.0
2023-03-23 23:30:00,koper,163.8,35.3,0.0,7.9,0.0
2023-03-24 00:00:00,koper,272.6,32.6,0.0,7.5,0.0
2023-03-24 00:30:00,koper,11.7,34.6,0.0,7.4,0.7
2023-03-24 01:00:00,koper,145.5,34.6,0.0,7.1,1.6
2023-03-24 01:30:00,koper,104.0,33.0,0.0,6.9,0.6
2023-03-24 02:00:00,koper,115.8,25.0,0.0,6.7,1.1
2023-03-24 02:30:00,koper,337.1,27.9,0.0,6.7,0.8
2023-03-24 03:00:00,koper,257.1,24.1,0.0,6.5,1.4
2023-03-24 03:30:00,koper,275.3,24.4,0.0,6.7,0.6
2023-03-24 04:00:00,koper,147.9,23.9,0.0,6.4,1.6
2023-03-24 04:30:00,koper,154.6,20.6,0.0,6.1,1.0
2023-03-24 05:00:00,koper,167.4,22.3,0.0,6.4,0.6
2023-03-24 05:30:00,koper,27.2,21.1,0.0,6.3,1.4
2023-03-24 06:00:00,koper,164.1,21.5,0.0,6.0,1.1
2023-03-24 06:30:00,koper,139.3,20.2,0.0,5.9,0.9
2023-03-24 07:00:00,koper,45.5,18.5,0.0,6.9,0.9
2023-03-24 07:30:00,koper,319.1,23.4,0.0,9.1,0.8
2023-03-24 08:00:00,koper,283.6,16.3,0.0,11.4,0.2
2023-03-24 08:30:00,koper,12.2,24.3,0.0,13.2,0.6
2023-03-24 09:00:00,koper,307.6,17.1,0.0,13.5,0.7
2023-03-24 09:30:00,koper,285.2,25.3,0.0,14.4,1.5
2023-03-24 10:00:00,koper,302.3,14.3,0.0,15.2,2.3
2023-03-24 10:30:00,koper,300.3,15.5,0.0,16.2,2.4
2023-03-24 11:00:00,koper,291.5,16.9,0.0,16.0,3.2
2023-03-24 11:30:00,koper,299.4,18.5,0.0,16.5,2.8
2023-03-24 12:00:00,koper,8.3,19.9,0.0,17.5,2.0
2023-03-24 12:30:00,koper,322.6,27.8,0.0,18.7,2.0
2023-03-24 13:00:00,koper,270.9,31.6,0.0,19.3,1.7
2023-03-24 13:30:00,koper,190.3,24.8,0.0,18.5,1.8
2023-03-24 14:00:00,koper,201.1,22.8,0.0,19.1,2.6
2023-03-24 14:30:00,koper,204.6,36.5,0.0,18.8,2.7
2023-03-24 15:00:00,koper,200.8,21.2,0.0,19.2,2.5
2023-03-24 15:30:00,koper,191.4,16.6,0.0,19.6,2.7
2023-03-24 16:00:00,koper,209.8,14.6,0.0,19.6,3.4
2023-03-24 16:30:00,koper,208.4,11.6,0.0,19.1,2.8
2023-03-24 17:00:00,koper,291.0,20.1,0.0,17.4,1.9
2023-03-24 17:30:00,koper,286.2,35.0,0.0,16.4,1.5
2023-03-24 18:00:00,koper,257.1,38.5,0.0,15.7,0.8
2023-03-24 18:30:00,koper,156.1,27.8,0.0,14.9,0.3
2023-03-24 19:00:00,koper,172.9,11.8,0.0,14.1,0.8
2023-03-24 19:30:00,koper,191.3,11.7,0.0,13.5,0.6
2023-03-24 20:00:00,koper,193.5,24.6,0.0,13.2,0.3
2023-03-24 20:30:00,koper,293.9,29.9,0.0,12.8,0.3
2023-03-24 21:00:00,koper,293.7,31.9,0.0,12.3,0.4
2023-03-24 21:30:00,koper,267.2,27.7,0.0,12.2,1.0
2023-03-24 22:00:00,koper,253.4,31.5,0.0,12.9,2.0
2023-03-24 22:30:00,koper,69.7,26.1,0.0,14.1,2.3
2023-03-24 23:00:00,koper,143.4,18.9,0.0,14.8,2.5
2023-03-24 23:30:00,koper,150.9,13.3,0.0,14.9,2.1
2023-03-25 00:00:00,koper,146.8,9.2,0.0,15.0,2.0
2023-03-25 00:30:00,koper,149.7,10.1,0.0,15.2,2.7
2023-03-25 01:00:00,koper,165.0,10.7,0.0,15.2,2.0
2023-03-25 01:30:00,koper,167.2,10.9,0.0,14.8,2.4
2023-03-25 02:00:00,koper,170.8,10.2,0.0,14.2,2.3
2023-03-25 02:30:00,koper,169.4,10.0,0.0,14.0,2.1
2023-03-25 03:00:00,koper,155.8,9.7,0.0,14.4,2.3
2023-03-25 03:30:00,koper,138.0,11.1,0.0,14.6,2.8
2023-03-25 04:00:00,koper,157.5,9.9,0.0,14.6,2.9
2023-03-25 04:30:00,koper,165.8,12.1,0.0,14.8,2.9
